@relation FightDataForLogisticRegression2

@attribute Winner {Red,Blue,Draw}
@attribute B_avg_BODY_landed numeric
@attribute B_avg_HEAD_landed numeric
@attribute B_avg_KD numeric
@attribute B_avg_LEG_landed numeric
@attribute B_avg_PASS numeric
@attribute B_avg_REV numeric
@attribute B_avg_SUB_ATT numeric
@attribute B_avg_TD_landed numeric
@attribute B_losses numeric
@attribute B_total_title_bouts numeric
@attribute B_win_by_Decision_Majority numeric
@attribute B_win_by_Decision_Split numeric
@attribute B_win_by_Decision_Unanimous numeric
@attribute B_win_by_KO/TKO numeric
@attribute B_win_by_Submission numeric
@attribute B_win_by_TKO_Doctor_Stoppage numeric
@attribute B_Reach_cms numeric
@attribute R_avg_BODY_landed numeric
@attribute R_avg_HEAD_landed numeric
@attribute R_avg_KD numeric
@attribute R_avg_LEG_landed numeric
@attribute R_avg_PASS numeric
@attribute R_avg_REV numeric
@attribute R_avg_SUB_ATT numeric
@attribute R_avg_TD_landed numeric
@attribute R_losses numeric
@attribute R_total_title_bouts numeric
@attribute R_win_by_Decision_Majority numeric
@attribute R_win_by_Decision_Split numeric
@attribute R_win_by_Decision_Unanimous numeric
@attribute R_win_by_KO/TKO numeric
@attribute R_win_by_Submission numeric
@attribute R_win_by_TKO_Doctor_Stoppage numeric
@attribute R_Reach_cms numeric
@attribute B_age numeric
@attribute R_age numeric

@data
Blue,4.666667,21.166667,0.555556,12.555556,1.055556,0.111111,0.277778,0.611111,6,1,0,0,4,6,1,1,177.8,4.75,19.25,0.75,3.25,1,0,0,1,1,0,0,1,0,2,0,0,185.42,31,25
Red,4,12.666667,0,3,1.333333,0,0,2.333333,1,1,0,1,0,1,0,0,167.64,6.5,23.5,0,2.25,2,0.25,1.25,1.5,2,1,0,0,2,0,0,0,165.1,34,28
Blue,1.75,15.25,0.25,6,3.5,0,0.75,2.75,1,0,0,0,2,0,1,0,195.58,9.125,16.375,0.125,2.1875,2,0.25,0.8125,1.875,7,1,0,1,2,2,4,0,195.58,31,34
Blue,20.714286,35.428571,1,4.142857,0,0,0.285714,0.571429,2,0,0,0,1,4,0,0,170.18,17.6,26.4,0,17.2,2.6,0,0,2,3,0,0,0,2,0,0,0,162.56,24,30
Red,11.6,27.2,0.2,19,0,0,0,0,3,0,0,0,1,1,0,0,185.42,6.272727,21.090909,0.363636,9.818182,2.818182,0.090909,0.636364,2.090909,5,0,0,1,4,0,1,0,193.04,32,32
Blue,9.6,16.6,0,3.2,1.6,0,1.2,2.6,2,0,0,1,1,0,1,0,198.12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,182.88,32,30
Red,11,36.5,0,8,0,0,0,0,2,0,0,0,0,0,0,0,198.12,1.666667,4.666667,0.333333,10.666667,0,0,0,0,2,0,0,0,0,1,0,0,193.04,23,31
Blue,3.307692,13.153846,0.692308,4,0.538462,0.076923,0.384615,1.153846,4,0,0,0,2,7,0,0,198.12,5.8,25.6,0.6,5,1.3,0,0.5,1.2,2,1,0,0,2,4,2,0,200.66,30,28
Blue,3.5,29.25,0,7.25,0.75,0.25,0.5,0,2,0,0,0,1,0,1,0,193.04,6.153846,19.923077,0.384615,5.692308,0.769231,0.230769,0.384615,1.076923,6,3,0,2,3,2,0,0,187.96,29,44
Blue,3.466667,18.2,0.4,5,2.266667,0,0.333333,2.6,4,1,0,0,7,3,1,0,187.96,11.166667,21.75,0,4.583333,3.666667,0,0.5,2.583333,3,0,0,0,6,0,3,0,200.66,31,30
Blue,6,18.857143,0,3.142857,1.142857,0.142857,0.285714,1.142857,4,0,0,0,1,2,0,0,170.18,5.4,15,0,5.4,0.2,0,0,0.4,2,0,0,1,1,0,0,0,172.72,28,32
Blue,1,12.333333,1.333333,0.666667,0,0.333333,0,0.333333,1,0,0,0,0,2,0,0,185.42,7,28.25,0,5.5,0.75,0,0.25,1.25,1,0,0,0,2,0,1,0,190.5,23,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,6,20.333333,0,6,1.833333,0.166667,0.833333,1,3,0,0,0,1,0,2,0,187.96,30,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,8.6,19.8,0.2,4.2,0.8,0.2,0,1.4,4,0,0,0,1,0,0,0,175.26,26,25
Red,4.666667,21.666667,0.666667,2.333333,0.333333,0,0,1.666667,2,0,0,0,0,1,0,0,180.34,4,17.75,0.25,3,0.5,0.5,0.5,0,2,0,0,0,0,2,0,0,195.58,33,22
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,5.333333,11.333333,0.333333,6,0.666667,0,0,1.666667,1,0,0,0,1,1,0,0,185.42,27,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,2,25,0,0,3,1,0,2,0,0,1,0,0,0,0,0,177.8,28,23
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,6,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,195.58,31,24
Red,3,28,0.5,1,2.5,0.5,0.5,1.5,0,0,0,0,1,1,0,0,175.26,5.5,41.5,0.5,6.5,0.5,0,0,1,1,0,0,0,1,0,0,0,162.56,29,35
Red,5.611111,22.888889,0.388889,11.055556,1.777778,0.277778,0.222222,0.722222,7,0,0,0,6,3,2,0,177.8,2.25,19.25,0.75,3.75,1.75,0,0,1.25,0,0,0,0,1,3,0,0,187.96,36,26
Red,16.818182,25.545455,0.272727,11.909091,1.545455,0.090909,0.818182,2.363636,2,5,0,3,5,0,1,0,177.8,10.6875,19.0625,0.5,13.5,1.1875,0.125,0.4375,0.75,3,0,0,0,5,4,4,0,185.42,31,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,7.25,19.25,0.25,10.25,0.25,0.75,0.25,1.25,2,1,0,0,1,0,0,1,200.66,31,30
Blue,3.391304,18.26087,0.086957,1.304348,2.652174,0.043478,0.695652,3.478261,8,0,0,4,6,1,4,0,180.34,8.4,38.2,0,5.8,2.4,0.2,0,2.2,1,1,0,0,3,1,0,0,177.8,31,28
Red,10.8,51.6,0.2,5,1,0.2,0,0.2,2,0,0,1,2,0,0,0,190.5,7.5,10.5,0,15,1,0,0.5,2,0,0,0,1,0,0,1,0,190.5,27,27
Blue,5,14.8,0,10.8,0.2,0.4,0,0,4,0,0,0,1,0,0,0,182.88,5.454545,11.818182,0.181818,9.181818,1.727273,0.272727,0.454545,2.545455,5,0,0,3,1,2,0,0,180.34,28,31
Blue,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,177.8,3,5.5,0,6,3.5,0,1.5,3,0,1,0,1,1,0,0,0,180.34,27,24
Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175.26,2.5,10,0.5,5.5,3,0,0.5,1.5,1,0,0,0,0,0,1,0,175.26,31,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,0,11,1,2,0,0,0,0,0,0,0,0,0,0,1,0,182.88,25,25
Red,2.5,16.5,0,2.5,0,1.5,0,0,2,0,0,0,0,0,0,0,177.8,2,15,0,5,1,3,1,2,1,0,0,0,0,0,0,0,175.26,25,28
Blue,13,38,0.5,11,0,0,1,0,2,0,0,0,0,0,0,0,187.96,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,193.04,31,28
Blue,4,16,1,0,1,1,0,0,1,0,0,0,0,0,0,0,172.72,4,19,0,18,1,1,0,0,1,0,0,0,0,0,0,0,165.1,23,28
Red,13.25,32,0.25,5,2.75,0,0.5,1.5,0,0,0,0,2,1,1,0,182.88,11.533333,30.866667,0.266667,12.533333,1.466667,0,0.666667,2,1,8,0,0,5,4,5,0,213.36,35,27
Red,1.5,17.666667,0.333333,6,1.666667,0.333333,0.333333,2,0,0,0,1,2,2,1,0,185.42,11.133333,19.933333,0.533333,12.6,1.133333,0.066667,0.333333,0.733333,3,0,0,0,4,4,4,0,185.42,26,31
Red,3.588235,16.470588,0.529412,4.588235,1.294118,0.176471,0.823529,1.705882,6,1,0,0,4,4,3,0,187.96,8.1,24.6,0.1,8.4,0.6,0.1,0,1.3,3,0,0,1,5,1,0,0,187.96,35,27
Red,4.5,17,0,3.75,0,0,0.5,0.5,3,0,0,0,0,0,1,0,160.02,7.333333,32.333333,0.666667,2.333333,1.333333,0,0,1,0,0,0,0,1,2,0,0,167.64,30,24
Draw,3.7,15.5,0.2,8.4,0.7,0.1,0.4,2.6,5,0,0,1,2,1,1,0,182.88,5,20.2,0.6,1.2,0.8,0,0,1.4,2,0,0,0,1,2,0,0,180.34,34,36
Blue,4,44,0,3,1,0,0,1,0,0,0,1,0,0,0,0,177.8,4.818182,21.272727,0.181818,6.454545,1.727273,0.272727,0.272727,2.636364,4,0,0,1,4,2,0,0,180.34,30,35
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,11.333333,24.5,0.333333,8.666667,0,0,0,0.5,2,0,0,1,2,1,0,0,180.34,23,29
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,195.58,2.571429,21.428571,0.142857,1.714286,1.285714,0,0,0.714286,3,0,0,0,0,4,0,0,190.5,30,30
Red,5.333333,34.833333,0,9.666667,0.166667,0,0.333333,0.5,3,0,0,1,1,0,1,0,180.34,5.615385,46.769231,0.153846,2.307692,0.846154,0.076923,0.923077,1.230769,6,0,0,3,1,1,1,1,177.8,34,33
Red,4,15,0,6,0,0,0,0,1,0,0,0,0,0,0,0,187.96,2,4.5,0.5,3.5,0.5,0,0.5,0.5,1,0,0,0,0,1,0,0,185.42,31,27
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,5,5,0,2,7,1,0,3,1,0,0,0,0,0,0,0,172.72,37,24
Red,4.928571,14.285714,0.142857,2.428571,2.285714,0.357143,0.642857,2.071429,5,1,0,1,4,2,2,0,193.04,8.5,17.5,0.666667,6.444444,2.222222,0.111111,0.444444,0.777778,5,5,0,1,6,5,1,0,187.96,31,36
Red,5.4,14.6,0.2,2.2,0.6,0.2,1.6,1,1,0,0,0,1,0,3,0,165.1,8.375,33.875,0.375,9.875,0.875,0,0.25,1.25,1,5,0,0,3,2,2,0,177.8,30,27
Blue,2.666667,33.333333,0,1.666667,2.666667,0,0.333333,4.333333,1,0,0,0,1,1,0,0,193.04,3,12,0,4,6,0,1,5,0,1,0,0,1,0,0,0,200.66,34,24
Blue,21.5,17,0.5,16,1,0,0.5,0,0,0,0,0,2,0,0,0,177.8,19.333333,36.333333,0.333333,9.333333,3,0,0.333333,2,0,0,0,0,2,0,1,0,185.42,30,28
Red,6.5,25.5,0,17,0,0,0.5,1,2,0,0,0,0,0,0,0,187.96,4.75,8.375,0.25,0.875,0.5,0,0.75,0.25,4,0,0,0,0,2,2,0,187.96,25,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,4.25,11.25,0.25,2,1,0,0.5,0.25,3,0,0,0,0,0,1,0,185.42,26,32
Red,2,17.454545,0.363636,1.818182,0.545455,0.181818,0.181818,0.636364,7,0,0,0,1,2,1,0,193.04,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,190.5,35,29
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,3.666667,4,0,0.666667,2.333333,0.333333,0.333333,2,2,0,0,1,0,0,0,0,175.26,25,32
Blue,3.666667,20.333333,0,6,2,0,0.333333,2.666667,2,0,0,0,1,0,0,0,175.26,5.909091,21.909091,0.090909,1,1.818182,0,1.272727,1.272727,3,0,0,1,5,2,0,0,180.34,30,30
Red,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,180.34,2.5,17.5,0,10.5,3.5,0.5,2,2,1,0,0,0,0,0,1,0,175.26,25,31
Blue,14,31.333333,0.333333,5.5,0.5,0.333333,0.166667,0.666667,3,0,0,0,2,1,0,0,190.5,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,190.5,30,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,4,4,0,13,0,0,0,0,1,1,0,0,0,0,0,0,195.58,26,35
Red,5.428571,34.285714,0.285714,7.857143,1.571429,0,0,1.285714,1,0,0,0,3,3,0,0,203.2,13.333333,33.833333,0.916667,1.583333,0.25,0,0.083333,0.333333,2,4,0,0,2,8,0,0,195.58,32,30
Red,6.894737,30.894737,0.157895,4.368421,0.736842,0.315789,1.210526,0.789474,7,2,0,1,1,2,8,0,193.04,5.375,17.4375,0.3125,7.625,1.5,0.0625,0.75,1.75,5,0,0,0,6,3,2,0,177.8,29,30
Red,3.153846,11.692308,0.153846,5.384615,0.846154,0.384615,1.461538,0.230769,4,0,1,0,0,4,4,0,213.36,15.8,19.8,0.8,3,0.4,0,0,0.2,3,0,0,0,1,1,0,0,203.2,26,34
Blue,2.181818,17.545455,0.636364,4.454545,0.181818,0,0.363636,0,3,0,0,0,1,7,0,0,200.66,1.833333,8.388889,0.388889,3.277778,1.333333,0,0.555556,1.055556,7,1,0,0,0,7,4,0,193.04,36,35
Blue,21,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,165.1,13,49,0,8,5,0,2,5,0,0,0,0,1,0,0,0,160.02,27,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,7.166667,11.666667,0.166667,5.666667,0.166667,0,0.833333,0.5,2,1,0,1,0,1,2,0,167.64,27,30
Blue,9,12.375,0.25,2.5,0.5,0,1.125,0.125,3,0,0,0,1,2,2,0,195.58,1.75,11,0,0.625,0.75,0.25,0.25,1,4,0,0,0,1,1,1,1,177.8,31,32
Blue,11,32.5,0,11.5,0.5,0,0,0,2,0,0,0,0,0,0,0,177.8,5.875,22.625,0.25,1.375,1.25,0.25,0.75,2.875,5,0,0,1,0,1,1,0,182.88,26,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,4,17,0,1,1,0,2,3,0,0,0,1,0,0,0,0,182.88,25,29
Red,11,9.5,0,5,0,0,1,0,2,0,0,0,0,0,0,0,182.88,8,29,0,4,2,0,2,3,1,0,0,0,0,0,0,0,182.88,33,26
Red,3.25,5,0,1.5,1.25,0.25,1.75,0.75,2,0,0,0,0,0,2,0,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,25,27
Blue,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,162.56,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,28,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,160.02,22,27
Blue,5.454545,10.454545,0.090909,4.363636,0.727273,0.181818,1.272727,1.090909,5,0,0,0,0,0,6,0,187.96,6.368421,19.526316,0.421053,6.736842,0.421053,0.368421,0.473684,1.421053,9,0,0,1,4,4,0,1,180.34,25,28
Draw,9.222222,19.333333,0.555556,5.111111,0.666667,0.222222,0.222222,1.444444,3,0,0,1,2,3,0,0,182.88,14.333333,15.333333,0.333333,5.333333,0,0,0,0,1,0,0,0,1,1,0,0,182.88,29,32
Blue,6,9.5,0.25,1.25,0,0,0.5,0,3,0,0,0,0,0,1,0,190.5,2.75,25.25,0.5,2.75,0.25,0,1.25,0,1,0,0,0,1,2,0,0,182.88,27,29
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,160.02,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,29,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,157.48,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,32,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,34,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,157.48,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,27,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,152.4,31,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,160.02,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,36,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,29,33
Blue,6.307692,33.076923,0.538462,2.153846,0.846154,0.230769,0,1.230769,4,1,0,1,3,5,0,0,187.96,3.769231,29.461538,0.461538,9.461538,0.846154,0,0.384615,3.076923,2,2,1,2,3,5,0,0,175.26,32,31
Red,12.5,49.5,0,7.5,0,0,0,1,1,1,0,0,1,0,0,0,185.42,2.2,9,0.4,3,0.8,0,0.4,1.2,1,1,0,1,0,2,1,0,182.88,32,27
Red,3.2,18.8,0.4,0.2,1,0.1,0.2,1.1,4,1,0,0,2,3,1,0,198.12,4.3,12.5,0.4,4.2,1,0,0.2,0.7,3,0,0,0,1,5,1,0,200.66,31,32
Red,27,3.5,0,2.5,1.5,0,0,2.5,1,0,0,0,0,1,0,0,193.04,4,20.333333,0.666667,0.666667,0,0,0,0,1,0,0,0,0,2,0,0,200.66,34,28
Red,9.2,23.6,0.4,3,0.8,0,0.4,1.6,2,0,0,0,0,3,0,0,177.8,3.571429,21.428571,0.285714,7,0.285714,0.142857,0.571429,0.571429,1,1,0,1,1,2,1,1,193.04,31,30
Red,5.666667,29.333333,0.666667,8.5,0.166667,0,0.666667,0.833333,3,0,0,0,1,2,0,0,172.72,8.4,30.1,0.2,3.1,1,0.2,0.7,1.8,3,3,0,0,2,0,5,0,170.18,33,35
Blue,21,13,1,2,0,0,0,0,0,0,0,0,0,1,0,0,200.66,0,22,1,0,0,0,0,0,0,1,0,0,0,1,0,0,193.04,26,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,2,22,0,0,0,0,0,2,0,1,0,0,0,1,0,0,200.66,27,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,16.5,54,0,10.5,1,0,1.5,1.5,1,0,0,0,1,0,0,0,170.18,27,26
Red,4.5,26.5,0,4,3,0,0,3,1,0,0,0,1,0,0,0,177.8,10.333333,39.333333,0,11.666667,1.666667,0.333333,1,1,1,0,0,0,2,0,0,0,175.26,27,21
Blue,16,38,0,16,0,1,0,1,1,0,0,0,0,0,0,0,185.42,14,16,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,180.34,21,26
Red,5.857143,29.714286,0.571429,7.571429,0.714286,0,0.142857,0.857143,1,0,0,0,2,4,0,0,177.8,12.5,41.125,0.125,8.75,1.5,0.125,0.375,3.0625,5,7,0,0,7,3,1,0,172.72,31,33
Blue,8.8,14.7,0.8,12.3,0.2,0,0.1,0.4,2,0,1,1,1,5,0,0,190.5,13,31.25,0.25,9,1,0.5,0.25,1,0,0,0,1,1,1,1,0,180.34,28,28
Blue,1.8,19.2,0,3,3.4,1,0.6,1,3,0,0,0,2,0,0,0,167.64,5.125,24,0.25,6.25,1.125,0.125,0.25,1.625,4,0,0,1,1,1,1,0,172.72,29,36
Blue,4,6,0,0,1,0,1,1,0,0,0,0,0,0,1,0,203.2,10.666667,18.666667,0,7.333333,3.333333,0,0,1.666667,0,0,0,0,3,0,0,0,190.5,37,28
Red,17.25,20.75,0,5.75,4.25,0.75,0,2.5,1,0,0,2,0,1,0,0,165.1,9.666667,18.111111,0.444444,8.111111,1.666667,0.111111,0.444444,0.888889,2,2,0,0,3,3,1,0,165.1,25,30
Red,17,40.333333,0,10.666667,0,0,0,0.333333,2,0,0,1,0,0,0,0,172.72,3.642857,23.428571,0.071429,5.428571,1.428571,0.357143,1.285714,1.714286,5,0,0,0,4,2,3,0,172.72,36,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,5,36,0,6,0,0,0,0,0,0,0,0,1,0,0,0,198.12,32,27
Blue,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200.66,10.75,44.5,0.5,5,0.5,0,0.5,0.5,1,0,0,0,1,1,1,0,195.58,31,26
Red,6,42,0,2,2,0,0,2,0,0,0,0,1,0,0,0,167.64,7.5,25.5,0.5,5.5,0,0.5,0.5,0,0,0,0,0,1,0,1,0,193.04,30,27
Blue,16,9,0,5,1,0,0,2,1,0,0,0,0,0,0,0,180.34,6.2,15.1,0.4,6.5,1.2,0.2,0.5,0.3,10,0,0,1,2,5,2,0,185.42,31,38
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,23,20
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,1,4,0,8,0,0,0,0,1,0,0,0,0,0,0,0,182.88,23,25
Red,2.375,31,0.625,2.125,0.875,0.125,0.125,0.75,3,0,0,0,1,4,0,0,182.88,6.875,30.25,0.125,8.5,1.625,0,0.125,0.625,2,0,0,0,2,3,1,0,195.58,40,37
Blue,9,27,0.25,6.75,2.25,0.5,0.25,1.25,0,1,0,2,1,0,1,0,180.34,4.25,17.5,0.666667,2.5,0.416667,0.25,0.25,1.75,4,0,0,1,2,4,0,1,180.34,23,29
Red,6.125,38.125,0.625,8.375,3.125,0.25,1.375,3.5,1,1,0,2,2,1,2,0,167.64,6.833333,11.833333,0.166667,9.166667,0.666667,0.333333,1,1.333333,1,1,0,0,2,2,1,0,180.34,27,32
Red,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,26,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,4,22,0,2,1,0,0.5,1,2,0,0,0,0,0,0,0,180.34,27,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,21,22
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,24,25
Red,8.5,35.5,0.5,13.5,0,0,0,0,1,0,0,0,0,1,0,0,167.64,7.5,39,0,9.5,0,0,0,0,2,0,0,0,0,0,0,0,167.64,32,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,30,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,34,34
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,21,28
Blue,3,12.6,0,2.8,1,0,0.4,1,1,0,1,0,0,2,1,0,203.2,5.615385,23.538462,0.692308,9.076923,1.384615,0,0.307692,1.307692,7,3,0,0,0,6,0,0,193.04,31,32
Red,5,15,1,5,0,0,0,0,0,0,0,0,0,1,0,0,185.42,4,12,1,3,3,0,1,2,0,1,0,0,0,0,1,0,182.88,32,23
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,4,23,0,9,5,0,0,3,0,0,0,0,1,0,0,0,180.34,23,32
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,187.96,34,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,3,8,0,7,1,0,0,1,1,0,0,0,0,0,0,0,165.1,28,32
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,27,22
Red,12.75,20.5,0,14,2.5,0.5,1,1,2,0,0,1,1,0,0,0,190.5,5,12,0.25,5.75,1.25,0.25,1.25,0.75,1,0,0,0,1,1,1,0,185.42,33,26
Red,5.2,5,0,2.3,2.7,0.1,0,2.1,6,0,0,0,4,0,0,0,182.88,6.5,17,0,14.5,2,0,0.5,2,2,0,0,0,0,0,0,0,182.88,33,28
Red,1,12,0,2,1,0,0,0,1,0,0,0,0,0,0,0,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,31,23
Blue,2,9,0,0,8,0,0,2,0,0,0,0,0,1,0,0,182.88,2,6,0,9,0,0,0,0,1,0,0,0,0,0,0,0,180.34,26,27
Red,7.47619,38.380952,0.238095,5.52381,0.714286,0.095238,0.238095,1.238095,6,1,0,1,5,9,0,0,190.5,3.666667,2,0.333333,1.666667,0,0,0.666667,0,1,0,0,0,0,1,1,0,195.58,35,30
Blue,9.666667,40.166667,0.333333,4.833333,1,0,0.5,1.166667,2,1,0,0,3,1,0,0,177.8,10.769231,27.615385,0.384615,6.230769,0.230769,0.076923,0,0.769231,5,1,0,0,4,3,0,1,175.26,27,30
Red,9,36.75,0.75,5.5,1.25,0.25,0,1,0,0,0,1,1,1,0,1,195.58,5,45.6,0.6,3.2,0.2,0,0,0.4,2,1,0,0,2,1,0,0,185.42,27,23
Red,5,4,1,0.5,0,0,0,0,2,0,0,0,0,0,0,0,195.58,2.6,11,0,2,2,0,0,1.4,2,0,0,0,0,3,0,0,205.74,31,37
Red,2.666667,16.333333,0,4.666667,1.666667,0,1.333333,1,2,0,0,0,0,0,1,0,185.42,5,51,0,4,4,0,1,4,0,0,0,0,0,0,1,0,185.42,32,20
Red,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,195.58,0.333333,11.888889,0.222222,2.333333,1.111111,0,0.444444,0.888889,5,0,0,0,0,2,2,0,190.5,28,42
Blue,10,71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,190.5,2.333333,12.666667,0.333333,2.666667,1,0,0,1.333333,1,0,0,0,0,2,0,0,185.42,28,34
Blue,16,45,0,6,1.5,1,0.5,0.5,1,0,0,0,1,0,0,0,172.72,4.5,6.5,0,3.5,3.5,0.5,1,2,1,0,0,0,1,0,0,0,175.26,23,31
Blue,10.666667,19.666667,0.666667,10.666667,0,0,0,0,2,0,0,1,0,0,0,0,177.8,1,7.5,0,1,1,0,0,0.5,1,0,0,0,0,1,0,0,185.42,38,37
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,4,25,0,5.5,0,0,0,0.5,1,0,0,0,1,0,0,0,187.96,37,32
Blue,13.6,28.8,0.2,10,0,0,0,0.6,2,0,0,1,2,0,0,0,180.34,4.5,15,0,3,0,0,1,0.5,2,0,0,0,0,0,0,0,170.18,29,28
Red,2.125,15.25,0.5,7.125,0.5,0,0.25,2.375,1,1,0,0,3,4,0,0,167.64,5.333333,39,0.333333,10,1.5,0,0.5,2,0,6,0,0,4,2,0,0,177.8,29,28
Blue,11.181818,20.272727,0,5,3.636364,0,0.545455,2,3,0,0,0,5,0,3,0,200.66,5.333333,37.666667,0.5,0.166667,2.166667,0,0.5,1.666667,1,1,0,0,1,1,2,1,193.04,30,34
Red,5,21,0,18,1,0,0,1,0,0,0,1,0,0,0,0,185.42,26.25,47.875,0.125,0.375,0.625,0.125,0.625,0.375,4,0,0,1,2,1,0,0,190.5,27,34
Red,3.75,19.75,0.75,5,0.25,0,0.25,0,1,0,0,0,0,2,1,0,182.88,4.8,21.6,0.1,0.6,2,0,1.4,1.3,3,0,0,0,5,2,0,0,180.34,25,30
Blue,7,6.666667,0.333333,1,1,0,0.666667,0.666667,1,0,0,0,0,0,2,0,182.88,4.5,10.5,0.5,1,0.5,0.5,1.5,0.5,0,0,0,0,0,1,1,0,187.96,25,29
